t,cycle,arm,scenario,seed,route,action,wp_index,dist_to_wp_m,degraded,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw_deg,has_collided,collision_object,min_obstacle_dist_m,latency_ms_json,slm_invoked,slm_latency_ms,slm_fallback,slm_timeout,slm_adherent,slm_prompt,slm_raw_response,slm_delib_id,slm_frame_paths,field_izquierda_occ,field_izquierda_ttc_s,field_izquierda_conf,field_izquierda_blocked,field_centro_occ,field_centro_ttc_s,field_centro_conf,field_centro_blocked,field_derecha_occ,field_derecha_ttc_s,field_derecha_conf,field_derecha_blocked
461.722,2168,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,89.06897639230847,False,-87.6236343383789,86.758544921875,-30.195096969604492,,,,-8.36,False,,,"{""telemetry"": 0.8, ""graph"": 169.5}",False,,,,,,,,,0.012,9.05,0.266,False,0.008,4.65,0.266,False,0.008,21.91,0.266,False
461.946,2169,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,88.52159401936035,False,-87.01583862304688,86.78540802001953,-30.199256896972656,,,,-9.64,False,,,"{""telemetry"": 0.8, ""graph"": 192.9}",False,,,,,,,,,0.012,5.42,0.269,False,0.008,5.03,0.269,False,0.008,17.89,0.269,False
462.116,2170,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,87.96276634477354,False,-86.5054931640625,86.78923034667969,-30.203893661499023,,,,-10.6,False,,,"{""telemetry"": 1.2, ""graph"": 162.4}",False,,,,,,,,,0.0,,0.018,False,0.0,,0.018,False,0.0,,0.018,False
462.344,2171,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,87.4092263529678,False,-85.88359069824219,86.77073669433594,-30.208166122436523,,,,-11.67,False,,,"{""telemetry"": 0.8, ""graph"": 190.2}",False,,,,,,,,,0.011,10.85,0.293,False,0.008,5.92,0.293,False,0.009,21.97,0.293,False
462.545,2172,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,86.85303812411051,False,-85.31837463378906,86.73534393310547,-30.21076202392578,,,,-12.58,False,,,"{""telemetry"": 0.8, ""graph"": 190.2}",False,,,,,,,,,0.011,6.32,0.324,False,0.008,10.31,0.324,False,0.007,18.9,0.324,False
462.74,2173,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,86.28619774711862,False,-84.7768783569336,86.68582153320312,-30.213502883911133,,,,-13.34,False,,,"{""telemetry"": 1.2, ""graph"": 184.9}",False,,,,,,,,,0.0,,0.027,False,0.0,,0.027,False,0.0,,0.027,False
462.923,2174,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,85.72602716110372,False,-84.25115966796875,86.62393188476562,-30.215349197387695,,,,-14.01,False,,,"{""telemetry"": 0.9, ""graph"": 168.6}",False,,,,,,,,,0.01,5.47,0.357,False,0.008,12.26,0.357,False,0.009,16.62,0.357,False
463.142,2175,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,85.16440380987515,False,-83.66500091552734,86.54161071777344,-30.216434478759766,,,,-14.73,False,,,"{""telemetry"": 1.0, ""graph"": 187.1}",False,,,,,,,,,0.011,7.71,0.295,False,0.008,7.0,0.295,False,0.008,20.25,0.295,False
463.325,2176,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,84.60166777294666,False,-83.13764953613281,86.45803833007812,-30.216943740844727,,,,-15.34,False,,,"{""telemetry"": 1.0, ""graph"": 170.1}",False,,,,,,,,,0.011,9.01,0.334,False,0.008,6.8,0.334,False,0.008,20.21,0.334,False
463.54,2177,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,84.02970219493699,False,-82.53316497802734,86.3510971069336,-30.21807861328125,,,,-15.92,False,,,"{""telemetry"": 0.8, ""graph"": 184.3}",False,,,,,,,,,0.0,,0.015,False,0.0,,0.015,False,0.0,,0.015,False
463.737,2178,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,83.4659015784116,False,-81.9712142944336,86.24034118652344,-30.21883201599121,,,,-16.39,False,,,"{""telemetry"": 0.7, ""graph"": 181.4}",False,,,,,,,,,0.01,9.11,0.285,False,0.008,15.6,0.285,False,0.008,19.32,0.285,False
463.912,2179,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,82.8934934252744,False,-81.46897888183594,86.13331604003906,-30.219160079956055,,,,-16.77,False,,,"{""telemetry"": 0.8, ""graph"": 156.8}",False,,,,,,,,,0.01,9.79,0.197,False,0.008,15.74,0.197,False,0.008,20.96,0.197,False
464.125,2180,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,82.33005687249435,False,-80.86499786376953,85.9952163696289,-30.219654083251953,,,,-17.08,False,,,"{""telemetry"": 0.7, ""graph"": 168.8}",False,,,,,,,,,0.009,14.06,0.274,False,0.007,19.55,0.274,False,0.008,22.72,0.274,False
464.339,2181,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,81.76698330021534,False,-80.27852630615234,85.8516616821289,-30.2198486328125,,,,-17.3,False,,,"{""telemetry"": 1.2, ""graph"": 182.6}",False,,,,,,,,,0.01,11.09,0.187,False,0.008,19.29,0.187,False,0.008,20.43,0.187,False
464.512,2182,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,81.20445897366294,False,-79.79444885253906,85.72725677490234,-30.219785690307617,,,,-17.43,False,,,"{""telemetry"": 0.7, ""graph"": 155.1}",False,,,,,,,,,0.01,9.41,0.158,False,0.008,16.87,0.158,False,0.008,20.11,0.158,False
464.716,2183,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,80.64255576280458,False,-79.20040893554688,85.56822967529297,-30.21965217590332,,,,-17.49,False,,,"{""telemetry"": 1.0, ""graph"": 158.7}",False,,,,,,,,,0.009,9.84,0.31,False,0.007,9.0,0.31,False,0.008,12.88,0.31,False
464.926,2184,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,80.08145442962251,False,-78.60711669921875,85.40300750732422,-30.219392776489258,,,,-17.46,False,,,"{""telemetry"": 0.7, ""graph"": 168.7}",False,,,,,,,,,0.0,,0.139,False,0.0,,0.139,False,0.0,,0.139,False
465.107,2185,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,79.51270691297205,False,-78.09918975830078,85.25732421875,-30.21904945373535,,,,-17.32,False,,,"{""telemetry"": 0.7, ""graph"": 149.5}",False,,,,,,,,,0.009,8.23,0.211,False,0.007,12.08,0.211,False,0.008,17.07,0.211,False
465.325,2186,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,78.95354718081073,False,-77.5157470703125,85.08612823486328,-30.21857452392578,,,,-17.09,False,,,"{""telemetry"": 0.7, ""graph"": 167.3}",False,,,,,,,,,0.0,,0.076,False,0.0,,0.076,False,0.0,,0.076,False
465.543,2187,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,78.3868696123541,False,-76.88240814208984,84.89665985107422,-30.21799087524414,,,,-16.79,False,,,"{""telemetry"": 0.7, ""graph"": 185.2}",False,,,,,,,,,0.008,8.96,0.245,False,0.007,16.11,0.245,False,0.008,18.79,0.245,False
465.72,2188,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,77.82957194665464,False,-76.41850280761719,84.75641632080078,-30.217466354370117,,,,-16.46,False,,,"{""telemetry"": 0.9, ""graph"": 161.7}",False,,,,,,,,,0.009,8.87,0.303,False,0.008,14.37,0.303,False,0.008,17.86,0.303,False
465.94,2189,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,77.2734759144376,False,-75.80357360839844,84.56983947753906,-30.21677017211914,,,,-15.93,False,,,"{""telemetry"": 0.9, ""graph"": 181.6}",False,,,,,,,,,0.008,9.6,0.338,False,0.007,17.28,0.338,False,0.008,18.61,0.338,False
466.162,2190,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,76.7100120193799,False,-75.18949890136719,84.38326263427734,-30.216073989868164,,,,-15.33,False,,,"{""telemetry"": 0.8, ""graph"": 203.7}",False,,,,,,,,,0.006,13.74,0.26,False,0.007,19.26,0.26,False,0.008,16.95,0.26,False
466.384,2191,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,76.1308974487053,False,-74.58468627929688,84.2006607055664,-30.215471267700195,,,,-14.6,False,,,"{""telemetry"": 0.8, ""graph"": 217.7}",False,,,,,,,,,0.007,5.16,0.342,False,0.008,10.86,0.342,False,0.009,15.88,0.342,False
466.561,2192,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,75.52786566360348,False,-74.0478286743164,84.04075622558594,-30.214982986450195,,,,-13.88,False,,,"{""telemetry"": 0.6, ""graph"": 175.3}",False,,,,,,,,,0.0,,0.04,False,0.0,,0.039,False,0.0,,0.04,False
466.757,2193,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,74.96792149045982,False,-73.4864273071289,83.87572479248047,-30.214479446411133,,,,-13.09,False,,,"{""telemetry"": 1.0, ""graph"": 170.6}",False,,,,,,,,,0.0,,0.016,False,0.0,,0.015,False,0.0,,0.016,False
466.948,2194,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,74.41724454483648,False,-73.00092315673828,83.7359619140625,-30.214197158813477,,,,-12.31,False,,,"{""telemetry"": 0.9, ""graph"": 161.0}",False,,,,,,,,,0.002,4.99,0.274,False,0.008,11.49,0.274,False,0.009,15.94,0.274,False
467.147,2195,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,73.8591211188379,False,-72.41552734375,83.57264709472656,-30.2138729095459,,,,-11.32,False,,,"{""telemetry"": 0.7, ""graph"": 159.7}",False,,,,,,,,,0.0,,0.066,False,0.0,,0.066,False,0.0,,0.066,False
467.381,2196,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,73.31009698950778,False,-71.80561828613281,83.40812683105469,-30.213449478149414,,,,-10.24,False,,,"{""telemetry"": 1.0, ""graph"": 193.2}",False,,,,,,,,,0.0,,0.071,False,0.0,,0.071,False,0.0,,0.071,False
467.545,2197,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,72.76164305729289,False,-71.32966613769531,83.28302001953125,-30.213014602661133,,,,-9.39,False,,,"{""telemetry"": 0.9, ""graph"": 156.6}",False,,,,,,,,,0.0,,0.048,False,0.0,,0.046,False,0.0,,0.048,False
467.759,2198,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,72.20562267602612,False,-70.737060546875,83.13043212890625,-30.212543487548828,,,,-8.31,False,,,"{""telemetry"": 0.7, ""graph"": 170.9}",False,,,,,,,,,0.0,,0.011,False,0.0,,0.01,False,0.0,,0.011,False
467.983,2199,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,71.65814181386075,False,-70.15280151367188,82.98687744140625,-30.212949752807617,,,,-7.15,False,,,"{""telemetry"": 0.9, ""graph"": 194.5}",False,,,,,,,,,0.0,,0.103,False,0.0,,0.103,False,0.0,,0.103,False
468.171,2200,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,71.10246677086606,False,-69.62696838378906,82.86685943603516,-30.213420867919922,,,,-6.05,False,,,"{""telemetry"": 1.1, ""graph"": 182.1}",False,,,,,,,,,0.008,12.92,0.187,False,0.006,16.84,0.187,False,0.009,17.16,0.187,False
468.367,2201,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,70.55510910497067,False,-69.07609558105469,82.74998474121094,-30.213613510131836,,,,-4.87,False,,,"{""telemetry"": 0.8, ""graph"": 177.7}",False,,,,,,,,,0.0,,0.003,False,0.0,,0.003,False,0.0,,0.003,False
468.563,2202,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,69.99947243028473,False,-68.48348999023438,82.63253021240234,-30.21349334716797,,,,-3.59,False,,,"{""telemetry"": 1.1, ""graph"": 174.1}",False,,,,,,,,,0.0,,0.04,False,0.0,,0.04,False,0.0,,0.04,False
468.739,2203,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,69.45215835671553,False,-67.99919128417969,82.54154205322266,-30.213224411010742,,,,-2.54,False,,,"{""telemetry"": 1.4, ""graph"": 148.8}",False,,,,,,,,,0.0,,0.015,False,0.0,,0.015,False,0.0,,0.015,False
468.966,2204,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,68.90439290547404,False,-67.38933563232422,82.43181610107422,-30.212766647338867,,,,-1.22,False,,,"{""telemetry"": 0.9, ""graph"": 176.3}",False,,,,,,,,,0.0,,0.105,False,0.0,,0.105,False,0.0,,0.105,False
469.157,2205,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,68.35670139718532,False,-66.82960510253906,82.3346176147461,-30.212255477905273,,,,-0.0,False,,,"{""telemetry"": 1.1, ""graph"": 166.9}",False,,,,,,,,,0.0,,0.025,False,0.0,,0.025,False,0.0,,0.025,False
469.363,2206,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,67.80080997987336,False,-66.30329132080078,82.24549102783203,-30.211774826049805,,,,1.14,False,,,"{""telemetry"": 2.0, ""graph"": 171.8}",False,,,,,,,,,0.001,18.3,0.2,False,0.007,15.48,0.2,False,0.009,17.6,0.2,False
469.547,2207,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,67.25333085682708,False,-65.74356079101562,82.1524658203125,-30.21126365661621,,,,2.36,False,,,"{""telemetry"": 0.8, ""graph"": 156.5}",False,,,,,,,,,0.0,,0.136,False,0.0,,0.136,False,0.0,,0.136,False
469.756,2208,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,66.70598341994575,False,-65.16712188720703,82.0580825805664,-30.210737228393555,,,,3.61,False,,,"{""telemetry"": 0.9, ""graph"": 165.4}",False,,,,,,,,,0.0,,0.03,False,0.0,,0.03,False,0.0,,0.03,False
469.931,2209,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,66.1504919109662,False,-64.68257904052734,81.97954559326172,-30.210294723510742,,,,4.66,False,,,"{""telemetry"": 1.8, ""graph"": 138.9}",False,,,,,,,,,0.0,,0.014,False,0.0,,0.013,False,0.0,,0.014,False
470.172,2210,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,65.61173585417798,False,-64.07254028320312,81.88140106201172,-30.20973777770996,,,,5.99,False,,,"{""telemetry"": 0.8, ""graph"": 181.0}",False,,,,,,,,,0.0,,0.15,False,0.007,22.96,0.15,False,0.008,19.0,0.15,False
470.36,2211,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,65.05623159304807,False,-63.49580764770508,81.78926086425781,-30.209211349487305,,,,7.24,False,,,"{""telemetry"": 1.0, ""graph"": 168.3}",False,,,,,,,,,0.0,,0.02,False,0.0,,0.02,False,0.0,,0.02,False
470.559,2212,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,64.50924535506886,False,-62.96072769165039,81.70463562011719,-30.209184646606445,,,,8.38,False,,,"{""telemetry"": 0.9, ""graph"": 167.2}",False,,,,,,,,,0.0,,0.023,False,0.0,,0.024,False,0.0,,0.024,False
470.748,2213,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,63.95347269085582,False,-62.46672058105469,81.6384506225586,-30.215511322021484,,,,9.35,False,,,"{""telemetry"": 0.8, ""graph"": 155.9}",False,,,,,,,,,0.0,,0.106,False,0.0,,0.106,False,0.0,,0.106,False
470.956,2214,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,63.40357745248822,False,-61.870479583740234,81.58793640136719,-30.225759506225586,,,,10.47,False,,,"{""telemetry"": 0.7, ""graph"": 164.3}",False,,,,,,,,,0.0,,0.013,False,0.0,,0.013,False,0.0,,0.013,False
471.181,2215,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,62.850675567509235,False,-61.28925323486328,81.56893920898438,-30.233516693115234,,,,11.52,False,,,"{""telemetry"": 1.0, ""graph"": 188.3}",False,,,,,,,,,0.003,20.24,0.208,False,0.008,7.69,0.208,False,0.009,6.47,0.208,False
471.344,2216,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,62.29497742009238,False,-60.75721740722656,81.57579803466797,-30.24017333984375,,,,12.39,False,,,"{""telemetry"": 1.4, ""graph"": 150.3}",False,,,,,,,,,0.0,,0.022,False,0.0,,0.022,False,0.0,,0.022,False
471.571,2217,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,61.736703590435596,False,-60.16478729248047,81.60807037353516,-30.24520492553711,,,,13.3,False,,,"{""telemetry"": 1.0, ""graph"": 177.2}",False,,,,,,,,,0.005,19.63,0.243,False,0.008,5.91,0.243,False,0.009,5.45,0.243,False
471.75,2218,slm,TOWNSIM_INI,1,evasive,EVADIR_IZQUIERDA,5,61.17627550395756,False,-59.656150817871094,81.65281677246094,-30.247901916503906,,,,14.04,False,,,"{""telemetry"": 1.2, ""graph"": 155.5}",False,,,,,,,,,0.005,17.68,0.287,False,0.009,6.61,0.287,False,0.009,4.57,0.287,False
471.954,2219,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,60.60560955486574,False,-59.079681396484375,81.72039794921875,-30.250940322875977,,,,14.78,False,,,"{""telemetry"": 0.7, ""graph"": 159.9}",False,,,,,,,,,0.009,20.26,0.271,False,0.009,22.34,0.271,False,0.008,19.21,0.271,False
472.147,2220,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,60.052753995576964,False,-58.531288146972656,81.79888916015625,-30.270130157470703,,,,13.85,False,,,"{""telemetry"": 1.3, ""graph"": 152.5}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
472.372,2221,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,59.52881965942778,False,-57.972808837890625,81.89134979248047,-30.26993751525879,,,,13.25,False,,,"{""telemetry"": 0.8, ""graph"": 177.4}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
472.534,2222,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,59.02155533728088,False,-57.543548583984375,81.97203826904297,-30.271780014038086,,,,13.3,False,,,"{""telemetry"": 1.2, ""graph"": 138.9}",False,,,,,,,,,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
472.755,2223,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,58.50675928866328,False,-57.013057708740234,82.08102416992188,-30.274333953857422,,,,13.59,False,,,"{""telemetry"": 0.9, ""graph"": 160.3}",False,,,,,,,,,0.0,,0.1,False,0.0,,0.1,False,0.0,,0.1,False
472.967,2224,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,57.97324306557525,False,-56.45570373535156,82.20364379882812,-30.276107788085938,,,,14.01,False,,,"{""telemetry"": 1.0, ""graph"": 171.4}",False,,,,,,,,,0.007,16.67,0.432,False,0.009,7.16,0.432,False,0.009,6.18,0.432,False
473.144,2225,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,57.43792470713488,False,-55.986454010009766,82.31153106689453,-30.27691078186035,,,,14.4,False,,,"{""telemetry"": 1.0, ""graph"": 148.6}",False,,,,,,,,,0.0,,0.117,False,0.0,,0.117,False,0.0,,0.117,False
473.354,2226,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,56.886586720433236,False,-55.421302795410156,82.4455337524414,-30.277301788330078,,,,14.87,False,,,"{""telemetry"": 1.0, ""graph"": 158.7}",False,,,,,,,,,0.0,,0.074,False,0.0,,0.074,False,0.0,,0.074,False
473.562,2227,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,56.33754198233717,False,-54.85036087036133,82.58419036865234,-30.27733612060547,,,,15.35,False,,,"{""telemetry"": 0.9, ""graph"": 165.9}",False,,,,,,,,,0.0,,0.081,False,0.0,,0.081,False,0.0,,0.081,False
473.778,2228,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,55.775660816172554,False,-54.249935150146484,82.73318481445312,-30.2772274017334,,,,15.73,False,,,"{""telemetry"": 2.4, ""graph"": 180.2}",False,,,,,,,,,0.008,8.34,0.276,False,0.008,9.29,0.276,False,0.008,16.44,0.276,False
473.986,2229,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,55.218748925261636,False,-53.662689208984375,82.88202667236328,-30.2769718170166,,,,16.03,False,,,"{""telemetry"": 0.9, ""graph"": 189.5}",False,,,,,,,,,0.0,,0.117,False,0.0,,0.117,False,0.0,,0.117,False
474.148,2230,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,54.65929353247316,False,-53.21630096435547,82.99689483642578,-30.27667236328125,,,,16.22,False,,,"{""telemetry"": 1.2, ""graph"": 150.9}",False,,,,,,,,,0.009,12.72,0.152,False,0.008,6.08,0.152,False,0.008,9.53,0.152,False
474.358,2231,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,54.09806379941704,False,-52.633609771728516,83.1494140625,-30.276277542114258,,,,16.37,False,,,"{""telemetry"": 0.8, ""graph"": 160.2}",False,,,,,,,,,0.008,17.82,0.576,False,0.008,10.78,0.576,False,0.007,20.45,0.576,False
474.558,2232,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,53.535794041998855,False,-52.058284759521484,83.30333709716797,-30.275888442993164,,,,16.44,False,,,"{""telemetry"": 0.7, ""graph"": 160.1}",False,,,,,,,,,0.009,13.51,0.152,False,0.008,9.46,0.152,False,0.007,12.72,0.152,False
474.769,2233,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,52.96450495630513,False,-51.49091720581055,83.45828247070312,-30.275489807128906,,,,16.36,False,,,"{""telemetry"": 0.8, ""graph"": 170.2}",False,,,,,,,,,0.008,6.58,0.177,False,0.008,5.22,0.177,False,0.008,15.47,0.177,False
474.967,2234,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,52.40185384566259,False,-50.9150505065918,83.61846160888672,-30.27497100830078,,,,16.18,False,,,"{""telemetry"": 0.9, ""graph"": 168.6}",False,,,,,,,,,0.008,15.35,0.273,False,0.008,6.5,0.273,False,0.007,9.04,0.273,False
475.176,2235,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,51.839529368682776,False,-50.33079528808594,83.78321075439453,-30.274444580078125,,,,15.87,False,,,"{""telemetry"": 0.8, ""graph"": 177.6}",False,,,,,,,,,0.008,17.07,0.158,False,0.008,11.87,0.158,False,0.007,10.94,0.158,False
475.357,2236,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,51.26929593980024,False,-49.80611801147461,83.93257904052734,-30.273971557617188,,,,15.52,False,,,"{""telemetry"": 0.9, ""graph"": 157.4}",False,,,,,,,,,0.007,16.43,0.291,False,0.008,9.69,0.291,False,0.007,10.59,0.291,False
475.544,2237,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,50.70836743184938,False,-49.26484680175781,84.08765411376953,-30.273439407348633,,,,15.12,False,,,"{""telemetry"": 0.7, ""graph"": 144.7}",False,,,,,,,,,0.0,,0.016,False,0.0,,0.016,False,0.0,,0.016,False
475.766,2238,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,50.148235628711866,False,-48.69865417480469,84.24990844726562,-30.27280044555664,,,,14.57,False,,,"{""telemetry"": 0.7, ""graph"": 165.9}",False,,,,,,,,,0.009,18.3,0.344,False,0.008,12.46,0.344,False,0.009,6.12,0.344,False
475.956,2239,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,49.5806505675242,False,-48.116146087646484,84.4156723022461,-30.27214241027832,,,,13.94,False,,,"{""telemetry"": 1.1, ""graph"": 154.8}",False,,,,,,,,,0.0,,0.132,False,0.0,,0.132,False,0.0,,0.132,False
476.165,2240,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,49.02255376848995,False,-47.5425910949707,84.57755279541016,-30.271493911743164,,,,13.27,False,,,"{""telemetry"": 1.6, ""graph"": 163.2}",False,,,,,,,,,0.0,,0.032,False,0.0,,0.031,False,0.0,,0.032,False
476.353,2241,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,48.46535883022469,False,-47.028438568115234,84.72169494628906,-30.270944595336914,,,,12.65,False,,,"{""telemetry"": 0.8, ""graph"": 151.6}",False,,,,,,,,,0.0,,0.049,False,0.0,,0.047,False,0.0,,0.049,False
476.558,2242,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,47.9006490818381,False,-46.464080810546875,84.8771743774414,-30.27053451538086,,,,11.86,False,,,"{""telemetry"": 0.9, ""graph"": 157.2}",False,,,,,,,,,0.009,17.43,0.288,False,0.008,12.17,0.288,False,0.008,4.73,0.288,False
476.754,2243,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,47.345237046451295,False,-45.8833122253418,85.03215026855469,-30.270139694213867,,,,10.96,False,,,"{""telemetry"": 0.8, ""graph"": 152.9}",False,,,,,,,,,0.0,,0.128,False,0.0,,0.128,False,0.0,,0.128,False
476.973,2244,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,46.782283416037494,False,-45.31132125854492,85.17999267578125,-30.26973533630371,,,,10.05,False,,,"{""telemetry"": 0.9, ""graph"": 171.8}",False,,,,,,,,,0.0,,0.003,False,0.0,,0.003,False,0.0,,0.003,False
477.193,2245,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,46.2284619858826,False,-44.764827728271484,85.31761169433594,-30.26923942565918,,,,9.16,False,,,"{""telemetry"": 1.0, ""graph"": 190.9}",False,,,,,,,,,0.009,20.12,0.184,False,0.007,12.82,0.184,False,0.008,11.35,0.184,False
477.362,2246,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,45.69203439721129,False,-44.21855926513672,85.4524154663086,-30.26874351501465,,,,8.26,False,,,"{""telemetry"": 0.9, ""graph"": 159.6}",False,,,,,,,,,0.0,,0.145,False,0.0,,0.143,False,0.0,,0.146,False
477.534,2247,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,45.13940444163287,False,-43.73114013671875,85.57081604003906,-30.268327713012695,,,,7.45,False,,,"{""telemetry"": 0.7, ""graph"": 132.2}",False,,,,,,,,,0.0,,0.007,False,0.0,,0.007,False,0.0,,0.007,False
477.754,2248,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,44.5788101547795,False,-43.15127944946289,85.70608520507812,-30.268693923950195,,,,6.4,False,,,"{""telemetry"": 0.9, ""graph"": 151.2}",False,,,,,,,,,0.0,,0.081,False,0.0,,0.081,False,0.0,,0.081,False
477.95,2249,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,44.026757119435096,False,-42.579620361328125,85.82903289794922,-30.26930809020996,,,,5.3,False,,,"{""telemetry"": 0.6, ""graph"": 147.0}",False,,,,,,,,,0.0,,0.033,False,0.0,,0.033,False,0.0,,0.033,False
478.179,2250,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,43.466241709170376,False,-41.974037170410156,85.94825744628906,-30.269607543945312,,,,4.1,False,,,"{""telemetry"": 0.9, ""graph"": 176.0}",False,,,,,,,,,0.008,20.44,0.173,False,0.007,9.77,0.173,False,0.007,9.56,0.173,False
478.371,2251,slm,TOWNSIM_INI,1,reactive,MANTENER_RUMBO,5,42.91397031650252,False,-41.42706298828125,86.0479736328125,-30.269554138183594,,,,3.01,False,,,"{""telemetry"": 0.8, ""graph"": 167.3}",False,,,,,,,,,0.0,,0.004,False,0.0,,0.004,False,0.0,,0.004,False
